TreeID,Type,Round,Year,Month,Day,Hour,Minute,CH4pVal,CH4ppmFlux,CH4_RSQ,CO2pVal,CO2ppmFlux,CO2_RSQ,VA,CO2flag,CH4Flag,Initial Temp,K,CO2Flux,CH4Flux,Temp,Soil Meter,Soil Moisture,Well ID,DTW,species,wetland status,dbh,Density,SoilMoisture1,DateF,Methane,Carbon
10206,tree,3,2013,8,1,,,1.74E-05,18.03091289,0.998810677,3.75E-05,2619.784612,0.99801654,0.10208,Y,Y,25,298.15,480956.5344,1203.719412,22.2,EC-5,47.2,1,2.35,5,3,17.8,0.5732,52.44981125,2013-08-01,1203.719412,480956.5344
10210,tree,1,2013,5,31,,,3.70E-05,31.79966329,0.998036336,1.34E-05,2512.162668,0.999001249,0.116400351,Y,Y,25,298.15,525898.132,2420.715206,18.5,EC-5,27.76666667,1,2.37,2,1,52,0.5,23.97762098,2013-05-31,2420.715206,525898.132
10210,tree,2,2013,6,26,,,3.06E-05,27.36134367,0.998267116,3.02E-05,3537.82812,0.998281685,0.116400351,Y,Y,25,298.15,740611.7539,2082.852893,,EC-5,30.56666667,1,2.39,2,1,52,0.5,26.84016168,2013-06-26,2082.852893,740611.7539
10210,tree,3,2013,8,1,,,0.000323505,49.36212663,0.991669539,0.000355584,2875.456954,0.991128533,0.116400351,Y,Y,25,298.15,601950.447,3757.638861,21.7,EC-5,41.6,1,2.35,2,1,52,0.5,41.85871153,2013-08-01,3757.638861,601950.447
10212,tree,2,2013,6,25,,,0.004679374,1.316668489,0.950955562,0.00563957,4677.24407,0.944531417,0.136841092,N,Y,25,298.15,1151081.693,117.8310811,20.7,EC-5,48.8,1,2.35,6,1,46.2,0.4983,55.94122221,2013-06-25,117.8310811,1151081.693
10212,tree,3,2013,7,31,,,2.12E-05,2.1464769,0.998645629,4.86E-05,4421.155377,0.997643051,0.136841092,Y,Y,25,298.15,1088057.613,192.0921596,21.8,EC-5,45.4,1,2.35,6,1,46.2,0.4983,48.78175335,2013-07-31,192.0921596,1088057.613
10214,tree,2,2013,6,26,,,0.000452639,9.816097222,0.989583213,0.000275005,3251.718035,0.992523193,0.074977851,Y,Y,25,298.15,438475.6169,481.3253389,21.1,EC-5,46.33333333,1,2.39,5,3,26.2,0.5732,50.65050171,2013-06-26,481.3253389,438475.6169
10214,tree,3,2013,7,31,,,0.000124631,19.39163937,0.995585914,0.000207442,2602.901887,0.993802751,0.074977851,Y,Y,25,298.15,350986.4626,950.8552309,21.6,EC-5,41.4,1,2.35,5,3,26.2,0.5732,41.52286902,2013-07-31,950.8552309,350986.4626
10311,tree,2,2013,6,25,,,0.011777765,0.168985601,0.976583185,0.001910013,3315.338924,0.996183623,0.077678127,Y,Y,25,298.15,463154.8963,8.584506512,19.1,EC-5,38.46666667,1,2.35,1,2,16.1,0.5933,36.8957193,2013-06-25,8.584506512,463154.8963
10311,tree,3,2013,8,1,,,0.038993284,0.298220803,0.923533909,0.00889982,1157.985906,0.982279568,0.077678127,Y,Y,25,298.15,161771.3466,15.14968378,20.7,EC-5,24.9,1,2.35,1,2,16.1,0.5933,21.3629334,2013-08-01,15.14968378,161771.3466
10315,tree,1,2013,5,31,,,0.10509675,20.05579597,0.800851827,0.0726105,1637.515659,0.860051284,0.085652131,N,Y,25,298.15,252245.3776,1123.427275,19.6,EC-5,28.66666667,1,2.37,5,3,28.5,0.5732,24.86276086,2013-05-31,1123.427275,252245.3776
10315,tree,2,2013,6,25,,,6.76E-05,8.193431675,0.997064695,4.17E-05,4772.122588,0.997871386,0.085652131,Y,Y,25,298.15,735104.9482,458.9558368,22.1,EC-5,32.53333333,1,2.35,5,3,28.5,0.5732,29.05273817,2013-06-25,458.9558368,735104.9482
10316,tree,1,2013,5,31,,,0.000292874,12.82376972,0.992203215,2.80E-05,3665.723382,0.998369183,0.084349676,Y,Y,25,298.15,556086.9334,707.4015672,18.9,EC-5,24.9,1,2.37,5,3,26.2,0.5732,21.3629334,2013-05-31,707.4015672,556086.9334
10316,tree,2,2013,6,25,,,0.015601945,7.280727364,0.891909478,0.019401904,1383.538801,0.875454937,0.084349676,N,Y,25,298.15,209881.5892,401.6290107,20.7,EC-5,37.93333333,1,2.35,5,3,26.2,0.5732,36.11159252,2013-06-25,401.6290107,209881.5892
10316,tree,2,2013,6,26,,,0.015601945,7.280727364,0.891909478,0.019401904,1383.538801,0.875454937,0.084349676,N,Y,25,298.15,209881.5892,401.6290107,22.2,EC-5,21.66666667,1,2.39,5,3,26.2,0.5732,18.75433895,2013-06-26,401.6290107,209881.5892
10316,tree,3,2013,8,1,,,4.15E-05,13.7507117,0.997878459,5.86E-05,2154.354257,0.99733021,0.084349676,Y,Y,25,298.15,326813.5992,758.5347535,21.9,EC-5,28.93333333,1,2.35,5,3,26.2,0.5732,25.13124609,2013-08-01,758.5347535,326813.5992
10319,tree,1,2013,6,3,,,0.008745932,7.754430506,0.92597303,4.94E-06,2077.10683,0.999486473,0.123006259,Y,Y,25,298.15,459500.116,623.7980401,19.4,EC-5,43.83333333,0,0,2,1,33.9,0.5,45.79862808,2013-06-03,623.7980401,459500.116
10319,tree,2,2013,6,26,,,0.00123571,4.251676913,0.979693243,0.000179027,3023.676002,0.994381802,0.123006259,Y,Y,25,298.15,668901.3071,342.0222443,22.4,EC-5,44.2,1,2.39,2,1,33.9,0.5,46.48002898,2013-06-26,342.0222443,668901.3071
10319,tree,3,2013,7,31,,,8.55E-05,9.631779439,0.996566542,0.000112124,3001.117872,0.995886148,0.123006259,Y,Y,25,298.15,663910.9699,774.8196508,22.1,EC-5,42.06666667,1,2.35,2,1,33.9,0.5,42.6529456,2013-07-31,774.8196508,663910.9699
12000,tree,1,2013,6,5,,,6.61E-05,18.92173269,0.997106046,1.48E-05,1121.241866,0.998933549,0.107693767,Y,Y,25,298.15,217164.8123,1332.656925,17.2,EC-5,33.93333333,2,2.97,2,1,62.5,0.5,30.73806953,2013-06-05,1332.656925,217164.8123
12000,tree,2,2013,6,25,,,0.005318227,0.471812217,0.946635579,6.91E-05,1270.4554,0.99702077,0.107693767,Y,Y,25,298.15,246064.8471,33.22971674,20,EC-5,32.7,2,3.22,2,1,62.5,0.5,29.24842529,2013-06-25,33.22971674,246064.8471
12000,tree,3,2013,7,26,,,0.01919276,1.277715741,0.876327686,0.001130473,1646.035925,0.980858649,0.107693767,Y,Y,25,298.15,318808.1835,89.98947179,20.5,EC-5,26.8,2,3.43,2,1,62.5,0.5,23.06198374,2013-07-26,89.98947179,318808.1835
12001,tree,1,2013,5,31,,,0.000163159,21.43573238,0.994718518,0.000154695,2534.027703,0.994902619,0.097986969,Y,Y,25,298.15,446559.43,1373.641929,17.8,EC-5,22.66666667,3,13.5,1,2,56.1,0.5933,19.52514527,2013-05-31,1373.641929,446559.43
12001,tree,3,2013,7,31,,,0.040969235,0.181387952,0.919740008,7.89E-05,3294.55465,0.999842229,0.097986969,Y,Y,25,298.15,580583.4106,11.6236801,21.3,EC-5,16.63333333,3,13.82,1,2,56.1,0.5933,15.31285292,2013-07-31,11.6236801,580583.4106
12002,tree,1,2013,5,31,,,0.001837394,16.68909834,0.973578528,0.000862138,1015.371435,0.984011984,0.12050736,Y,Y,25,298.15,220058.4732,1315.265213,18.3,EC-5,17.8,2,3.55,1,2,56.2,0.5933,16.04959372,2013-05-31,1315.265213,220058.4732
12003,tree,1,2013,5,31,,,0.000468001,24.34131357,0.989349344,1.28E-05,1230.322626,0.999030333,0.119304435,Y,Y,25,298.15,263982.5273,1899.185949,19.5,EC-5,16.36666667,3,13.5,1,2,53,0.5933,15.14926076,2013-05-31,1899.185949,263982.5273
12004,tree,1,2013,5,31,,,0.000199334,33.21146201,0.993965108,3.78E-06,1562.53875,0.999570582,0.096464467,Y,Y,25,298.15,271080.1689,2095.184398,17.7,EC-5,31.23333333,2,3.55,2,1,52.9,0.5,27.57063718,2013-05-31,2095.184398,271080.1689
12004,tree,2,2013,6,25,,,7.72E-05,3.592421473,0.996791944,0.000204043,1550.837691,0.993870558,0.096464467,Y,Y,25,298.15,269050.1872,226.6321615,19.3,EC-5,25.3,2,3.22,2,1,52.9,0.5,21.70990344,2013-06-25,226.6321615,269050.1872
12004,tree,3,2013,7,26,,,0.000309441,4.813751084,0.991912365,0.000134005,1885.589318,0.995367459,0.096464467,Y,Y,25,298.15,327125.2446,303.681186,20.7,EC-5,22.7,2,3.43,2,1,52.9,0.5,19.55137734,2013-07-26,303.681186,327125.2446
12005,tree,1,2013,5,31,,,0.019618471,9.576367692,0.961147943,0.003348072,3648.868649,0.993315065,0.100080828,Y,Y,25,298.15,656763.0367,626.7849951,18.3,EC-5,,2,3.55,3,2,47.3,0.37,7.836052,2013-05-31,626.7849951,656763.0367
12005,tree,1,2013,6,3,,,0.019618471,9.576367692,0.961147943,0.003348072,3648.868649,0.993315065,0.100080828,Y,Y,25,298.15,656763.0367,626.7849951,19.4,EC-5,44.8,0,0,3,2,47.3,0.37,47.61698551,2013-06-03,626.7849951,656763.0367
12005,tree,2,2013,6,25,,,0.01419574,0.315103005,0.898363244,6.55E-05,4871.68703,0.99712339,0.100080828,Y,Y,25,298.15,876859.1789,20.62387763,21.1,EC-5,37.1,2,3.22,3,2,47.3,0.37,34.91962305,2013-06-25,20.62387763,876859.1789
12006,tree,1,2013,6,3,,,0.001195237,8.447264802,0.980137302,5.91E-06,1084.247347,0.999421568,0.105313957,Y,Y,25,298.15,205359.0654,581.7935813,19.6,EC-5,20.06666667,0,0,1,2,44.9,0.5933,17.58384066,2013-06-03,581.7935813,205359.0654
12007,tree,1,2013,6,5,,,0.002205197,9.41688883,0.970181528,6.90E-05,1529.968491,0.997021654,0.096318948,Y,Y,25,298.15,265029.2443,593.1794007,17.1,EC-5,21.8,2,2.97,4,3,39.9,0.6433,18.85532818,2013-06-05,593.1794007,265029.2443
12008,tree,1,2013,6,3,,,0.000402122,3.611144108,0.999195917,0.008183288,1165.567941,0.98370039,0.108427951,Y,Y,25,298.15,227289.0046,256.0666142,19.6,EC-5,30.23333333,0,0,1,2,31.4,0.5933,26.48221395,2013-06-03,256.0666142,227289.0046
12009,tree,1,2013,6,5,,,0.000590658,31.12571708,0.987565942,0.062532975,773.9476635,0.736991924,0.105433239,N,Y,25,298.15,146753.5859,2146.168421,18.7,EC-5,26.93333333,2,2.97,2,1,31.9,0.5,23.18616898,2013-06-05,2146.168421,146753.5859
12009,tree,2,2013,6,26,,,0.000630806,2.181094042,0.98701016,0.000154461,2211.378235,0.994907753,0.105433239,Y,Y,25,298.15,419314.7691,150.3899539,22.6,EC-5,25.6,2,3.47,2,1,31.9,0.5,21.9738242,2013-06-26,150.3899539,419314.7691
12011,tree,1,2013,5,31,,,0.000281652,28.65790155,0.992403371,6.50E-05,430.5954839,0.997139652,0.087590926,Y,Y,25,298.15,67830.99216,1641.611521,18.9,EC-5,22.36666667,3,13.5,8,,22.8,0.6775,19.29063483,2013-05-31,1641.611521,67830.99216
10206,tree,4,2013,9,17,,,5.83E-05,11.38711066,0.997340264,0.004974503,1825.85468,0.948935954,0.10208,N,Y,25,298.15,335201.8847,760.1881407,17.8,HydroSense,53,1,2.75,5,3,17.8,0.5732,42.0542,2013-09-17,760.1881407,335201.8847
10210,tree,4,2013,9,17,,,0.000109676,15.48505118,0.995946188,8.47E-05,2376.552864,0.996588565,0.116400351,Y,Y,25,298.15,497509.4676,1178.782886,18.2,HydroSense,65.66666667,1,2.82,2,1,52,0.5,50.61053333,2013-09-17,1178.782886,497509.4676
10212,tree,4,2013,9,17,,,0.000834229,36.61601285,0.998332239,0.059777029,2698.576225,0.884019235,0.136841092,N,Y,25,298.15,664126.4908,3276.834232,17.3,HydroSense,47.66666667,1,2.82,6,1,46.2,0.4983,38.45153333,2013-09-17,3276.834232,664126.4908
10316,tree,4,2013,9,17,,,0.000234685,11.57310331,0.993272117,0.000152144,2182.188088,0.994958755,0.084349676,Y,Y,25,298.15,331035.9663,638.4106701,17.7,HydroSense,44.6,1,2.82,5,3,26.2,0.5732,36.38,2013-09-17,638.4106701,331035.9663
12000,tree,4,2013,9,17,,,0.011082174,0.410563381,0.977958467,0.000332749,1376.615988,0.999334613,0.107693767,Y,Y,25,298.15,266626.2843,28.91596352,17.3,HydroSense,36.33333333,2,5.12,2,1,62.5,0.5,30.79586667,2013-09-17,28.91596352,266626.2843
12004,tree,4,2013,9,17,,,2.76E-06,1.726136163,0.999651387,7.15E-05,1027.885963,0.996952467,0.096464467,Y,Y,25,298.15,178324.8579,108.8953433,18.1,HydroSense,38.6,2,5.12,2,1,52.9,0.5,32.327,2013-09-17,108.8953433,178324.8579
12007,tree,4,2013,9,13,,,0.03733085,-0.064016642,0.926731892,0.000152756,889.4254511,0.999694512,0.096318948,Y,Y,25,298.15,154070.9868,-4.032473377,21.4,HydroSense,25,2,4.59,4,3,39.9,0.6433,23.1402,2013-09-13,-4.032473377,154070.9868
12009,tree,4,2013,9,13,,,0.001868062,0.809039938,0.973286931,0.00356041,1311.770404,0.95905569,0.105433239,Y,Y,25,298.15,248733.8871,55.78460927,22.2,HydroSense,23.33333333,2,4.59,2,1,31.9,0.5,22.01436667,2013-09-13,55.78460927,248733.8871
12010,tree,4,2013,9,17,,,0.00166695,0.270101509,0.975230527,0.008281185,319.3777099,0.928579835,0.103971373,N,Y,25,298.15,59719.74777,18.36570817,16.4,HydroSense,12,3,14.95,3,2,31.8,0.37,14.3587,2013-09-17,18.36570817,59719.74777
12011,tree,4,2013,9,13,,,0.020093331,0.234282933,0.960217079,0.002417138,579.6842314,0.995171567,0.087590926,Y,Y,25,298.15,91316.6952,13.42043698,21.3,HydroSense,19.33333333,3,14.93,8,,22.8,0.6775,19.31236667,2013-09-13,13.42043698,91316.6952
10206,tree,5,2013,10,22,,,5.82E-05,12.7671811,0.99734346,3.69E-05,1913.774929,0.998038874,0.10208,Y,Y,25,298.15,351342.8369,852.3197805,15,Scout,50.83333333,1,2.11,5,3,17.8,0.5732,50.83333333,2013-10-22,852.3197805,351342.8369
10206,tree,6,2013,11,27,,,0.000100309,9.924149983,0.996180257,9.78E-05,959.6219574,0.996243557,0.10208,Y,Y,25,298.15,176173.4339,662.5228601,7,Scout,50,1,2.11,5,3,17.8,0.5732,50,2013-11-27,662.5228601,176173.4339
10210,tree,5,2013,10,22,,,0.000264223,16.3150361,0.992719629,0.00010388,1593.995155,0.996090192,0.116400351,Y,Y,25,298.15,333688.2141,1241.964596,15.2,Scout,49.73333333,1,2.11,2,1,52,0.5,49.73333333,2013-10-22,1241.964596,333688.2141
10210,tree,6,2013,11,27,,,3.09E-06,9.663395443,0.999624302,3.75E-05,715.6016133,0.998017981,0.116400351,Y,Y,25,298.15,149804.6112,735.6155969,7,Scout,48.9,1,2.11,2,1,52,0.5,48.9,2013-11-27,735.6155969,149804.6112
10212,tree,5,2013,10,22,,,0.039998512,0.353770701,0.921602857,0.016452859,975.9017454,0.967364979,0.136841092,Y,Y,25,298.15,240171.9082,31.65958967,14.5,Scout,57.56666667,1,2.11,6,1,46.2,0.4983,57.56666667,2013-10-22,31.65958967,240171.9082
10214,tree,5,2013,10,22,,,8.78E-05,7.495426118,0.996503763,0.000102978,1323.086785,0.996112833,0.074977851,Y,Y,25,298.15,178410.7011,367.5328835,14.2,Scout,68.86666667,1,2.11,5,3,26.2,0.5732,68.86666667,2013-10-22,367.5328835,178410.7011
10311,tree,5,2013,10,21,,,0.049053266,0.197144296,0.90429969,0.000261549,973.8394128,0.999476971,0.077678127,Y,Y,25,298.15,136045.9677,10.01497454,19.6,Scout,50.73333333,1,2.1,1,2,16.1,0.5933,50.73333333,2013-10-21,10.01497454,136045.9677
10315,tree,5,2013,10,21,,,0.000393958,18.2646682,0.990502421,0.000406644,1906.087013,0.990300013,0.085652131,Y,Y,25,298.15,293616.5132,1023.097086,16.7,Scout,45.26666667,1,2.1,5,3,28.5,0.5732,45.26666667,2013-10-21,1023.097086,293616.5132
10315,tree,6,2013,11,27,,,9.43E-06,12.12198486,0.999209881,0.000751053,616.7984385,0.98541252,0.085652131,Y,Y,25,298.15,95012.56011,679.0141087,6.4,Scout,47.86666667,1,2.11,5,3,28.5,0.5732,47.86666667,2013-11-27,679.0141087,95012.56011
10316,tree,5,2013,10,21,,,0.000200529,11.12678452,0.993941049,6.59E-05,1576.77287,0.997111857,0.084349676,Y,Y,25,298.15,239195.0234,613.7902486,18.8,Scout,51.5,1,2.1,5,3,26.2,0.5732,51.5,2013-10-21,613.7902486,239195.0234
10316,tree,6,2013,11,27,,,9.23E-06,5.401472051,0.999220944,0.000440041,723.0466636,0.98977701,0.084349676,Y,Y,25,298.15,109685.5272,297.9630699,6.3,Scout,42.13333333,1,2.11,5,3,26.2,0.5732,42.13333333,2013-11-27,297.9630699,109685.5272
10319,tree,5,2013,10,22,,,0.000948672,1.485387403,0.982962919,0.000119846,993.4768995,0.995699535,0.123006259,Y,Y,25,298.15,219778.176,119.4906254,14.8,Scout,53.13333333,1,2.11,2,1,33.9,0.5,53.13333333,2013-10-22,119.4906254,219778.176
12000,tree,5,2013,10,22,,,0.013543015,0.495805518,0.901437459,0.002712458,1032.782403,0.965799001,0.107693767,Y,Y,25,298.15,200031.7714,34.91956408,15.9,Scout,41.43333333,2,3.59,2,1,62.5,0.5,41.43333333,2013-10-22,34.91956408,200031.7714
12000,tree,6,2013,11,27,,,0.024406484,0.27769829,0.855511937,2.92E-05,565.4287867,0.998322945,0.107693767,Y,Y,25,298.15,109513.6027,19.55828017,8.7,Scout,42.13333333,2,3,2,1,62.5,0.5,42.13333333,2013-11-27,19.55828017,109513.6027
12001,tree,6,2013,11,27,,,0.04072742,0.152024484,0.920203883,0.022576985,135.3532577,0.955355751,0.097986969,Y,Y,25,298.15,23852.64911,9.742014047,7.1,Scout,19.16666667,3,14.97,1,2,56.1,0.5933,19.16666667,2013-11-27,9.742014047,23852.64911
12003,tree,5,2013,10,21,,,0.014177583,-0.104420852,0.971845838,0.001136613,697.3354579,0.997728066,0.119304435,Y,Y,25,298.15,149622.849,-8.14724372,15.6,Scout,12.03333333,3,14.95,1,2,53,0.5933,12.03333333,2013-10-21,-8.14724372,149622.849
12004,tree,5,2013,10,22,,,0.000766818,2.604118136,0.998466951,0.001833784,1266.504273,0.996335795,0.096464467,Y,Y,25,298.15,219722.0339,164.2838755,16,Scout,38.53333333,2,3.59,2,1,52.9,0.5,38.53333333,2013-10-22,164.2838755,219722.0339
12004,tree,6,2013,11,27,,,0.001178807,1.484584538,0.980319018,0.000855098,540.7905699,0.984098855,0.096464467,Y,Y,25,298.15,93820.13664,93.6567731,7.7,Scout,49.43333333,2,3,2,1,52.9,0.5,49.43333333,2013-11-27,93.6567731,93820.13664
12009,tree,5,2013,10,21,,,0.000150892,1.80524908,0.994986423,0.000107193,748.6387011,0.996007571,0.105433239,Y,Y,25,298.15,141954.578,124.4748372,17.1,Scout,34.8,2,3.52,2,1,31.9,0.5,34.8,2013-10-21,124.4748372,141954.578
12009,tree,6,2013,11,27,,,0.000286661,0.661213559,0.992313712,0.000649185,358.6905929,0.986759716,0.105433239,Y,Y,25,298.15,68013.81182,45.59174188,8.2,Scout,37.4,2,2.71,2,1,31.9,0.5,37.4,2013-11-27,45.59174188,68013.81182
12011,tree,5,2013,10,21,,,0.010244664,0.17774629,0.979615626,0.009694403,346.8306646,0.980705175,0.087590926,Y,Y,25,298.15,54635.65916,10.18184661,15.9,Scout,18.8,3,14.95,8,,22.8,0.6775,18.8,2013-10-21,10.18184661,54635.65916
10212,tree,6,2013,11,27,,,0.00251311,0.113864093,0.967484674,0.006694916,410.0611085,0.937897451,0.136841092,N,Y,25,298.15,100917.0845,10.18990677,,,,,,6,1,46.2,0.4983,,2013-11-27,10.18990677,100917.0845
10214,tree,6,2013,11,27,,,0.000167845,0.786279246,0.999664337,0.021582359,119.289821,0.95730108,0.074977851,Y,Y,25,298.15,16085.55148,38.55464306,,,,,,5,3,26.2,0.5732,,2013-11-27,38.55464306,16085.55148
10319,tree,6,2013,11,27,,,0.007348736,0.978902628,0.999866757,0.028406378,584.2693127,0.99801032,0.123006259,Y,Y,25,298.15,129252.7727,78.74692283,,,,,,2,1,33.9,0.5,,2013-11-27,78.74692283,129252.7727
12006,tree,3,2013,7,26,,,0.029409136,0.069435424,0.942046625,0.00103389,1040.074234,0.997933288,0.105313957,Y,Y,25,298.15,196992.571,4.782267965,,,,,,1,2,44.9,0.5933,,2013-07-26,4.782267965,196992.571
10127,soil,1,2013,6,3,,,0.78929672,-0.535585658,0.044395872,0.008072208,4102.823886,0.983920745,0.0708,Y,N,25,298.15,522415.0915,-24.79870965,19.3,EC-5,47,0,0,4,3,75.5,0.6433,52.02899379,2013-06-03,-24.79870965,522415.0915
10212,soil,1,2013,5,31,,,0.93164664,-0.08935305,0.002884811,0.000531443,5589.833789,0.988409544,0.069,Y,N,25,298.15,693661.4615,-4.032044893,20.3,EC-5,30,1,2.37,6,1,46.2,0.4983,26.23449469,2013-05-31,-4.032044893,693661.4615
10214,soil,1,2013,6,3,,,0.674723911,0.653755768,0.066757903,2.92E-05,1433.406683,0.998321753,0.0832,Y,N,25,298.15,214482.7319,35.57179225,20,EC-5,56.66666667,0,0,5,3,26.2,0.5732,76.79619818,2013-06-03,35.57179225,214482.7319
10311,soil,1,2013,5,31,,,0.549767412,0.645968026,0.130796651,0.006551993,2402.305315,0.938773203,0.0776,N,N,25,298.15,335265.9936,32.78231586,17.7,EC-5,32.3,1,2.37,1,2,16.1,0.5933,28.78097378,2013-05-31,32.78231586,335265.9936
10313,soil,1,2013,5,31,,,0.861272262,0.246904527,0.011918913,0.043185014,344.5826316,0.791732129,0.086,N,N,25,298.15,53295.60739,13.88655094,22.2,EC-5,34.8,1,2.37,7,1,12.5,0.62,31.83000938,2013-05-31,13.88655094,53295.60739
10316,soil,1,2013,5,31,,,0.217014837,1.779989892,0.447385622,0.004076951,2683.093971,0.955221174,0.0844,Y,N,25,298.15,407265.7714,98.24871306,18.9,EC-5,22.5,1,2.37,5,3,26.2,0.5732,19.39451193,2013-05-31,98.24871306,407265.7714
12000,soil,3,2013,7,26,,,0.445274866,0.114625833,0.203879608,0.000869868,3188.920953,0.983916867,0.0814,Y,N,25,298.15,466839.656,6.102022419,20.5,EC-5,25,2,3.43,2,1,62.5,0.5,21.44915254,2013-07-26,6.102022419,466839.656
12002,soil,1,2013,5,31,,,0.285360684,-1.542786472,0.359289326,0.00396226,2520.322824,0.956057351,0.069,Y,N,25,298.15,312755.4199,-69.61804132,18.3,EC-5,15.96666667,2,3.55,1,2,56.2,0.5933,14.90714363,2013-05-31,-69.61804132,312755.4199
12005,soil,1,2013,5,31,,,0.235476919,3.830762886,0.170604629,0.001235893,2578.313902,0.747969752,0.0856,N,N,25,298.15,396925.6242,214.4499372,18.3,EC-5,32.73333333,2,3.55,3,2,47.3,0.37,29.2877206,2013-05-31,214.4499372,396925.6242
12005,soil,1,2013,6,3,,,0.235476919,3.830762886,0.170604629,0.001235893,2578.313902,0.747969752,0.0856,N,N,25,298.15,396925.6242,214.4499372,19.4,EC-5,40.9,0,0,3,2,47.3,0.37,40.69500412,2013-06-03,214.4499372,396925.6242
12005,soil,2,2013,6,25,,,0.186942344,-0.108163208,0.661062752,0.002918741,5038.990677,0.994171037,0.0856,Y,N,25,298.15,775741.2772,-6.055084555,21.1,EC-5,36.2,2,3.22,3,2,47.3,0.37,33.67644852,2013-06-25,-6.055084555,775741.2772
12006,soil,2,2013,6,25,,,0.332453251,-0.540140879,0.307052067,0.006876747,2839.585707,0.936792704,0.0756,N,N,25,298.15,386079.1589,-26.70519354,20.5,EC-5,19.4,2,3.22,1,2,44.9,0.5933,17.11796225,2013-06-25,-26.70519354,386079.1589
12008,soil,1,2013,6,3,,,0.301352228,-1.742705886,0.34085576,0.000558263,4135.950257,0.988023736,0.0806,Y,N,25,298.15,599528.6338,-91.85991249,19.6,EC-5,25.4,0,0,1,2,31.4,0.5933,21.79752293,2013-06-03,-91.85991249,599528.6338
12011,soil,1,2013,5,31,,,0.826086317,0.183848721,0.018774881,0.001701607,2157.31142,0.974890127,0.082,Y,N,25,298.15,318145.86,9.859192664,18.9,EC-5,30.46666667,3,13.5,8,,22.8,0.6775,26.73227231,2013-05-31,9.859192664,318145.86
10210,soil,4,2013,9,17,,,0.240822518,0.09000904,0.414838179,0.000494641,1874.68712,0.988949803,0.083,Y,N,25,298.15,279837.8589,4.885748552,18.2,HydroSense,84,1,2.82,2,1,52,0.5,62.9947,2013-09-17,4.885748552,279837.8589
10212,soil,4,2013,9,17,,,0.469120942,-0.214529144,0.185469061,0.00119311,6455.631413,0.980160787,0.069,Y,N,25,298.15,801101.2295,-9.680600038,17.3,HydroSense,60.66666667,1,2.82,6,1,46.2,0.4983,47.23303333,2013-09-17,-9.680600038,801101.2295
10311,soil,4,2013,9,11,,,0.305584584,-0.114754724,0.336100309,0.000128043,4451.39666,0.995505783,0.0776,Y,N,25,298.15,621237.4069,-5.823702498,22,HydroSense,38,1,2.79,1,2,16.1,0.5933,31.9217,2013-09-11,-5.823702498,621237.4069
10313,soil,4,2013,9,11,,,0.711374335,-0.043351889,0.052301647,0.019907709,967.5536488,0.873358519,0.086,N,N,25,298.15,149648.748,-2.43822268,23.5,HydroSense,46,1,2.79,7,1,12.5,0.62,37.3257,2013-09-11,-2.43822268,149648.748
10319,soil,4,2013,9,17,,,0.092863634,-0.183082424,0.664135835,1.83E-06,2540.821067,0.999734904,0.0876,Y,N,25,298.15,400292.7914,-10.48860299,17.2,HydroSense,59,1,2.82,2,1,33.9,0.5,46.1072,2013-09-17,-10.48860299,400292.7914
12000,soil,4,2013,9,17,,,0.282640023,-0.055381929,0.514605337,0.008118785,1815.451411,0.983828345,0.0814,Y,N,25,298.15,265771.6276,-2.948216513,17.3,HydroSense,31.33333333,2,5.12,2,1,62.5,0.5,27.41836667,2013-09-17,-2.948216513,265771.6276
10210,soil,6,2013,11,27,,,0.90128968,-0.055061466,0.006022516,0.007941437,519.8733493,0.930518363,0.083,N,N,25,298.15,77602.41346,-2.988771735,7,Scout,47.86666667,1,2.11,2,1,52,0.5,47.86666667,2013-11-27,-2.988771735,77602.41346
10214,soil,5,2013,10,22,,,0.240716362,0.2013032,0.414978599,5.97E-05,1204.421983,0.997295431,0.0832,Y,N,25,298.15,180219.4174,10.95319684,14.2,Scout,75.56666667,1,2.11,5,3,26.2,0.5732,75.56666667,2013-10-22,10.95319684,180219.4174
10311,soil,5,2013,10,21,,,0.1158907,-0.170301518,0.615915079,0.000494907,2106.901378,0.988945844,0.0776,Y,N,25,298.15,294039.3878,-8.64265401,19.6,Scout,40.2,1,2.1,1,2,16.1,0.5933,40.2,2013-10-21,-8.64265401,294039.3878
10311,soil,6,2013,11,27,,,0.843989698,-0.019631941,0.015089627,0.000418208,820.2344017,0.990117333,0.0776,Y,N,25,298.15,114472.0032,-0.996303958,7.3,Scout,42.43333333,1,2.11,1,2,16.1,0.5933,42.43333333,2013-11-27,-0.996303958,114472.0032
10315,soil,6,2013,11,27,,,0.150986018,-0.208309279,0.720824742,0.003277578,705.5744224,0.993455586,0.0852,Y,N,25,298.15,108114.0173,-11.60686939,6.4,Scout,48.36666667,1,2.11,5,3,28.5,0.5732,48.36666667,2013-11-27,-11.60686939,108114.0173
10316,soil,6,2013,11,27,,,0.364976956,0.640685554,0.274361284,0.049616838,1063.858081,0.772587792,0.0844,N,N,25,298.15,161482.5969,35.36342053,6.3,Scout,44.93333333,1,2.11,5,3,26.2,0.5732,44.93333333,2013-11-27,35.36342053,161482.5969
