DateTime,Julian,Year,Month,Date,Hour,Minute,CH4p,CH4S,CH4R,CO2p,CO2S,CO2R, InitialTemp,Chamber,CH4flag,CO2flag,Flux,Type,Tree
2014-07-30 13:25:25,211.5590,2014,7,30,13,25,0,0.614662259,0.9974,0,1009.4156,0.9933,28.40267,7085-165,Y,Y,290462.1653,CO2,Tulip Poplar
2014-07-30 14:09:28,211.5896,2014,7,30,14,9,0,0.614495478,0.9945,0,1098.2557,0.9891,28.55231,7085-165,Y,Y,316026.1528,CO2,Tulip Poplar
2014-07-30 14:53:30,211.6201,2014,7,30,14,53,0,0.516738575,0.9972,0,1133.6169,0.9976,29.23072,7085-165,Y,Y,326201.4371,CO2,Tulip Poplar
2014-07-30 15:37:32,211.6507,2014,7,30,15,37,0,0.611961204,0.9902,0,1181.7144,0.9848,28.94449,7085-165,Y,Y,340041.6274,CO2,Tulip Poplar
2014-07-30 16:21:34,211.6813,2014,7,30,16,21,0,0.593745546,0.9982,0,1201.6884,0.9978,28.7572,7085-165,Y,Y,345789.2018,CO2,Tulip Poplar
2014-07-30 17:05:36,211.7118,2014,7,30,17,5,0,0.575790727,0.9969,0,1092.2007,0.9804,28.42055,7085-165,Y,Y,314283.8096,CO2,Tulip Poplar
2014-07-30 17:49:39,211.7424,2014,7,30,17,49,0,0.547041194,0.9855,0,1205.6092,0.9837,28.02516,7085-165,Y,Y,346917.423,CO2,Tulip Poplar
2014-07-30 18:33:41,211.7729,2014,7,30,18,33,0,0.502027957,0.9944,0,1279.0431,0.9958,27.38072,7085-165,Y,Y,368048.2333,CO2,Tulip Poplar
2014-07-30 19:17:43,211.8035,2014,7,30,19,17,0,0.509794356,0.993,0,1117.8974,0.9837,26.7379,7085-165,Y,Y,321678.107,CO2,Tulip Poplar
2014-07-30 20:01:45,211.8340,2014,7,30,20,1,0,0.404298649,0.9274,0,1365.1801,0.9642,25.77316,7085-165,Y,Y,392834.3963,CO2,Tulip Poplar
2014-07-30 20:45:47,211.8646,2014,7,30,20,45,0,0.404822249,0.9968,0,1161.6824,0.9967,24.4487,7085-165,Y,Y,334277.3633,CO2,Tulip Poplar
2014-07-30 21:29:49,211.8951,2014,7,30,21,29,0,0.382162348,0.9957,0,1033.1064,0.9933,23.55307,7085-165,Y,Y,297279.2593,CO2,Tulip Poplar
2014-07-30 22:13:52,211.9257,2014,7,30,22,13,0,0.36576254,0.9966,0,980.8727,0.9903,22.61701,7085-165,Y,Y,282248.8659,CO2,Tulip Poplar
2014-07-30 22:57:54,211.9563,2014,7,30,22,57,0,0.34237523,0.9954,0,927.9316,0.9952,21.91872,7085-165,Y,Y,267014.9161,CO2,Tulip Poplar
2014-07-30 23:41:56,211.9868,2014,7,30,23,41,0,0.326453708,0.9941,0,968.931,0.9977,21.40797,7085-165,Y,Y,278812.6083,CO2,Tulip Poplar
2014-07-31 00:25:58,212.0174,2014,7,31,0,25,0,0.32955182,0.9917,0,946.9772,0.9916,20.97096,7085-165,Y,Y,272495.3408,CO2,Tulip Poplar
2014-07-31 01:10:00,212.0486,2014,7,31,1,10,0,0.264754392,0.9898,0,1002.1699,0.9905,20.66664,7085-165,Y,Y,288377.1948,CO2,Tulip Poplar
2014-07-31 01:54:03,212.0792,2014,7,31,1,54,0,0.257836184,0.9921,0,1002.0385,0.9909,20.56152,7085-165,Y,Y,288339.3841,CO2,Tulip Poplar
2014-07-31 02:38:05,212.1097,2014,7,31,2,38,0,0.212668022,0.9822,0,993.5565,0.9886,20.65163,7085-165,Y,Y,285898.6648,CO2,Tulip Poplar
2014-07-31 03:22:07,212.1403,2014,7,31,3,22,0,0.271560885,0.9923,0,944.8643,0.9909,20.62977,7085-165,Y,Y,271887.3479,CO2,Tulip Poplar
2014-07-31 04:06:09,212.1708,2014,7,31,4,6,0,0.243695159,0.9799,0,845.8426,0.9954,20.7329,7085-165,Y,Y,243393.5765,CO2,Tulip Poplar
2014-07-31 04:50:11,212.2014,2014,7,31,4,50,0,0.267055494,0.9854,0,895.3663,0.9954,20.48286,7085-165,Y,Y,257644.1599,CO2,Tulip Poplar
2014-07-31 05:34:13,212.2319,2014,7,31,5,34,0,0.222459579,0.9922,0,859.7073,0.9926,20.42898,7085-165,Y,Y,247383.1828,CO2,Tulip Poplar
2014-07-31 06:18:16,212.2625,2014,7,31,6,18,0,0.268767354,0.9864,0,865.1179,0.994,20.21916,7085-165,Y,Y,248940.0981,CO2,Tulip Poplar
2014-07-31 07:02:18,212.2931,2014,7,31,7,2,0,0.185479546,0.9811,0,981.4235,0.9951,20.73157,7085-165,Y,Y,282407.3601,CO2,Tulip Poplar
2014-07-31 07:46:20,212.3236,2014,7,31,7,46,0,0.313329619,0.9942,0,826.822,0.995,21.43585,7085-165,Y,Y,237920.3456,CO2,Tulip Poplar
2014-07-31 08:30:22,212.3542,2014,7,31,8,30,0,0.310235936,0.9892,0,922.1224,0.9768,22.75236,7085-165,Y,Y,265343.3025,CO2,Tulip Poplar
2014-07-31 09:14:24,212.3847,2014,7,31,9,14,0,0.26929841,0.983,0,941.1644,0.9597,24.23155,7085-165,Y,Y,270822.6914,CO2,Tulip Poplar
2014-07-31 09:58:27,212.4153,2014,7,31,9,58,0,0.329565366,0.9681,0,977.0636,0.9791,26.04336,7085-165,Y,Y,281152.7867,CO2,Tulip Poplar
2014-07-31 10:42:29,212.4458,2014,7,31,10,42,0,0.350395911,0.9903,0,1008.0815,0.9879,27.58382,7085-165,Y,Y,290078.2743,CO2,Tulip Poplar
2014-07-31 11:26:31,212.4764,2014,7,31,11,26,0,0.401674573,0.98,0,970.1979,0.9588,29.08044,7085-165,Y,Y,279177.1623,CO2,Tulip Poplar
2014-07-31 12:10:33,212.5069,2014,7,31,12,10,0,0.515871605,0.9879,0,1044.1969,0.9869,29.67364,7085-165,Y,Y,300470.5817,CO2,Tulip Poplar
2014-07-31 12:54:35,212.5375,2014,7,31,12,54,0,0.553003408,0.9938,0,1137.7032,0.9909,30.47481,7085-165,Y,Y,327377.2814,CO2,Tulip Poplar
2014-07-31 13:38:38,212.5681,2014,7,31,13,38,0,0.577591352,0.9893,0,1110.4998,0.992,31.28824,7085-165,Y,Y,319549.4268,CO2,Tulip Poplar
2014-07-31 14:22:40,212.5986,2014,7,31,14,22,0,0.571481502,0.9951,0,1210.8436,0.9947,32.21673,7085-165,Y,Y,348423.6363,CO2,Tulip Poplar
2014-07-31 15:06:42,212.6292,2014,7,31,15,6,0,0.65708712,0.9867,0,1159.4945,0.9744,32.81884,7085-165,Y,Y,333647.789,CO2,Tulip Poplar
2014-07-31 15:50:44,212.6597,2014,7,31,15,50,0,0.57837491,0.9651,0,1126.4402,0.931,30.89866,7085-165,Y,Y,324136.3216,CO2,Tulip Poplar
2014-07-31 16:34:46,212.6903,2014,7,31,16,34,0,0.488266622,0.9937,0,1294.6282,0.9905,30.18928,7085-165,Y,Y,372532.8895,CO2,Tulip Poplar
2014-07-22 17:23:24,203.7243056,2014,7,22,17,23,0,1.09796013,0.9994,0,3378.8514,0.9999,29.93709,7085-245,Y,Y,57.44386859,CH4,Tulip Poplar
2014-07-22 17:53:24,203.7451389,2014,7,22,17,53,0,1.050329138,0.9993,0,3412.7225,0.9998,29.82471,7085-245,Y,Y,54.95187605,CH4,Tulip Poplar
2014-07-22 18:23:24,203.7659722,2014,7,22,18,23,0,1.00104427,0.9998,0,3386.6248,0.9998,29.68819,7085-245,Y,Y,52.37335485,CH4,Tulip Poplar
2014-07-22 18:53:24,203.7868056,2014,7,22,18,53,0,0.959069505,0.9996,0,3349.9814,0.9998,29.32741,7085-245,Y,Y,50.17728892,CH4,Tulip Poplar
2014-07-22 19:23:24,203.8076389,2014,7,22,19,23,0,0.900274151,0.9996,0,3219.413,0.9995,29.11812,7085-245,Y,Y,47.10119124,CH4,Tulip Poplar
2014-07-22 19:53:24,203.8284722,2014,7,22,19,53,0,0.888518223,0.9997,0,3251.8546,0.9999,28.87882,7085-245,Y,Y,46.4861361,CH4,Tulip Poplar
2014-07-22 20:23:24,203.8493056,2014,7,22,20,23,0,0.846665315,0.9996,0,3213.9627,0.9999,28.51272,7085-245,Y,Y,44.29644555,CH4,Tulip Poplar
2014-07-22 20:53:24,203.8701389,2014,7,22,20,53,0,0.810286744,0.9997,0,3150.2125,0.9999,28.07576,7085-245,Y,Y,42.39316529,CH4,Tulip Poplar
2014-07-22 21:23:24,203.8909722,2014,7,22,21,23,0,0.790427549,0.9995,0,3133.7876,0.9999,27.63998,7085-245,Y,Y,41.3541576,CH4,Tulip Poplar
2014-07-22 21:53:24,203.9118056,2014,7,22,21,53,0,0.757282609,0.9983,0,3177.3004,0.9997,27.33017,7085-245,Y,Y,39.6200568,CH4,Tulip Poplar
2014-07-22 22:23:24,203.9326389,2014,7,22,22,23,0,0.701949758,0.9994,0,3016.6843,0.9996,26.82918,7085-245,Y,Y,36.72511284,CH4,Tulip Poplar
2014-07-22 22:53:24,203.9534722,2014,7,22,22,53,0,0.686703013,0.9995,0,2971.4251,0.9996,26.48814,7085-245,Y,Y,35.92742268,CH4,Tulip Poplar
2014-07-22 23:23:24,203.9743056,2014,7,22,23,23,0,0.683538685,0.9996,0,2988.9865,0.9994,26.30067,7085-245,Y,Y,35.76186906,CH4,Tulip Poplar
2014-07-22 23:53:24,203.9951389,2014,7,22,23,53,0,0.665460476,0.9997,0,2961.9088,0.9989,26.05019,7085-245,Y,Y,34.81604033,CH4,Tulip Poplar
2014-07-23 00:23:24,204.0159722,2014,7,23,0,23,0,0.656330603,0.9996,0,2947.3682,0.9992,25.96887,7085-245,Y,Y,34.33837703,CH4,Tulip Poplar
2014-07-23 00:53:24,204.0368056,2014,7,23,0,53,0,0.576995313,0.9993,0,2932.93,0.9998,25.84514,7085-245,Y,Y,30.18765625,CH4,Tulip Poplar
2014-07-23 01:23:24,204.0576389,2014,7,23,1,23,0,0.637073295,0.9994,0,2901.8028,0.9994,25.84783,7085-245,Y,Y,33.33085932,CH4,Tulip Poplar
2014-07-23 01:53:24,204.0784722,2014,7,23,1,53,0,0.628707855,0.9996,0,2921.6006,0.9996,25.89712,7085-245,Y,Y,32.89319025,CH4,Tulip Poplar
2014-07-23 02:23:24,204.0993056,2014,7,23,2,23,0,0.62145434,0.9995,0,2903.4675,0.999,25.85015,7085-245,Y,Y,32.51369559,CH4,Tulip Poplar
2014-07-23 02:53:24,204.1201389,2014,7,23,2,53,0,0.593398976,0.999,0,2852.6514,0.9999,25.85501,7085-245,Y,Y,31.04587485,CH4,Tulip Poplar
2014-07-23 03:23:24,204.1409722,2014,7,23,3,23,0,0.596303237,0.9994,0,2876.1575,0.9992,25.78736,7085-245,Y,Y,31.19782211,CH4,Tulip Poplar
2014-07-23 03:53:24,204.1618056,2014,7,23,3,53,0,0.594237183,0.9996,0,2863.137,0.9995,25.73845,7085-245,Y,Y,31.08972881,CH4,Tulip Poplar
2014-07-23 04:23:24,204.1826389,2014,7,23,4,23,0,0.581704853,0.9996,0,2855.9904,0.9995,25.75588,7085-245,Y,Y,30.43405333,CH4,Tulip Poplar
2014-07-23 04:53:24,204.2034722,2014,7,23,4,53,0,0.57640912,0.9996,0,2836.1249,0.9993,25.7119,7085-245,Y,Y,30.15698734,CH4,Tulip Poplar
2014-07-23 05:23:24,204.2243056,2014,7,23,5,23,0,0.568684152,0.999,0,2792.1891,0.9991,25.64108,7085-245,Y,Y,29.75282693,CH4,Tulip Poplar
2014-07-23 05:53:24,204.2451389,2014,7,23,5,53,0,0.558247451,0.9986,0,2803.2111,0.9982,25.64838,7085-245,Y,Y,29.20679208,CH4,Tulip Poplar
2014-07-23 06:23:24,204.2659722,2014,7,23,6,23,0,0.567269904,0.9992,0,2841.7028,0.9989,25.70785,7085-245,Y,Y,29.67883526,CH4,Tulip Poplar
2014-07-23 06:53:24,204.2868056,2014,7,23,6,53,0,0.572697924,0.9992,0,2833.8212,0.9996,25.70136,7085-245,Y,Y,29.96282234,CH4,Tulip Poplar
2014-07-23 07:23:24,204.3076389,2014,7,23,7,23,0,0.552391694,0.9994,0,2849.1868,0.9998,25.9493,7085-245,Y,Y,28.90042637,CH4,Tulip Poplar
2014-07-23 07:53:24,204.3284722,2014,7,23,7,53,0,0.562694122,0.9968,0,2758.264,0.9996,26.3056,7085-245,Y,Y,29.43943622,CH4,Tulip Poplar
2014-07-23 08:23:24,204.3493056,2014,7,23,8,23,0,0.591270028,0.9991,0,2817.8426,0.9994,26.81851,7085-245,Y,Y,30.93449102,CH4,Tulip Poplar
2014-07-23 08:53:24,204.3701389,2014,7,23,8,53,0,0.609620092,0.9988,0,2749.2305,0.9997,27.56007,7085-245,Y,Y,31.89454292,CH4,Tulip Poplar
2014-07-23 09:23:24,204.3909722,2014,7,23,9,23,0,0.646754605,0.9911,0,2701.6142,0.9975,28.1559,7085-245,Y,Y,33.83737311,CH4,Tulip Poplar
2014-07-23 09:53:24,204.4118056,2014,7,23,9,53,0,0.640384191,0.9993,0,2808.8509,0.9995,28.74475,7085-245,Y,Y,33.50408118,CH4,Tulip Poplar
2014-07-23 10:23:24,204.4326389,2014,7,23,10,23,0,0.670816706,0.999,0,2873.4873,0.9983,29.77594,7085-245,Y,Y,35.09627141,CH4,Tulip Poplar
2014-07-23 10:53:24,204.4534722,2014,7,23,10,53,0,0.715479124,0.9991,0,2892.701,0.9987,30.6143,7085-245,Y,Y,37.43295197,CH4,Tulip Poplar
2014-07-23 11:23:24,204.4743056,2014,7,23,11,23,0,0.766283654,0.9991,0,3053.9063,0.9995,31.40047,7085-245,Y,Y,40.09097995,CH4,Tulip Poplar
2014-07-23 11:53:24,204.4951389,2014,7,23,11,53,0,0.80179447,0.9968,0,3028.5758,0.9989,32.18381,7085-245,Y,Y,41.94886036,CH4,Tulip Poplar
2014-07-23 12:23:24,204.5159722,2014,7,23,12,23,0,0.820503533,0.9966,0,3095.6504,0.9976,32.71442,7085-245,Y,Y,42.9276946,CH4,Tulip Poplar
2014-07-23 12:53:24,204.5368056,2014,7,23,12,53,0,0.958978894,0.9964,0,3210.6798,0.9987,33.3673,7085-245,Y,Y,50.17254822,CH4,Tulip Poplar
2014-07-23 13:23:24,204.5576389,2014,7,23,13,23,0,0.936296716,0.9978,0,3237.7401,0.998,33.46003,7085-245,Y,Y,48.98584571,CH4,Tulip Poplar
2014-07-23 13:53:24,204.5784722,2014,7,23,13,53,0,0.93321809,0.9981,0,3285.5999,0.9973,33.96549,7085-245,Y,Y,48.82477594,CH4,Tulip Poplar
2014-07-23 14:23:24,204.5993056,2014,7,23,14,23,0,0.958889265,0.9972,0,3362.2774,0.9953,34.40773,7085-245,Y,Y,50.16785899,CH4,Tulip Poplar
2014-07-23 14:53:24,204.6201389,2014,7,23,14,53,0,0.944199119,0.9958,0,3435.1061,0.9985,34.34859,7085-245,Y,Y,49.39928931,CH4,Tulip Poplar
2014-07-23 15:23:24,204.6409722,2014,7,23,15,23,0,0.948579959,0.9974,0,3361.2119,0.9969,33.8475,7085-245,Y,Y,49.62848929,CH4,Tulip Poplar
2014-07-23 15:53:24,204.6618056,2014,7,23,15,53,0,0.993296455,0.9963,0,3415.1471,0.9913,33.77105,7085-245,Y,Y,51.96799909,CH4,Tulip Poplar
2014-07-23 16:23:24,204.6826389,2014,7,23,16,23,0,0.948446253,0.9968,0,3520.1963,0.9936,33.84528,7085-245,Y,Y,49.62149396,CH4,Tulip Poplar
2014-07-23 16:53:24,204.7034722,2014,7,23,16,53,0,0.91105117,0.9963,0,3517.2576,0.9933,33.50257,7085-245,Y,Y,47.66503109,CH4,Tulip Poplar
2014-07-28 17:56:16,209.7472,2014,7,28,17,56,0,0.133372014,0.9924,0,3276.0277,0.9999,29.9744,7085-245,Y,Y,13.95570612,CH4,Tulip Poplar
2014-07-29 02:44:42,210.1139,2014,7,29,2,44,0,0.044137774,0.8554,0,1134.3704,0.9982,24.30771,7085-245,Y,Y,4.61846365,CH4,Tulip Poplar
2014-07-29 13:01:13,210.5424,2014,7,29,13,1,0,0.043665709,0.8952,0,1196.6425,0.9986,26.77188,7085-245,Y,Y,4.569068024,CH4,Tulip Poplar
2014-07-29 19:37:32,210.8174,2014,7,29,19,37,0,0.093794432,0.8609,0,989.9867,0.9818,25.21145,7085-245,Y,Y,9.814409212,CH4,Tulip Poplar
2014-07-30 05:54:03,211.2458,2014,7,30,5,54,0,0.075564257,0.808,0,839.5756,0.9967,17.65022,7085-245,Y,Y,7.906850402,CH4,Tulip Poplar
2014-07-30 06:38:05,211.2764,2014,7,30,6,38,0,0.04377488,0.8554,0,905.3712,0.9985,17.94838,7085-245,Y,Y,4.580491388,CH4,Tulip Poplar
2014-07-30 13:58:27,211.5819,2014,7,30,13,58,0,0.072878424,0.8106,0,1120.9386,0.9943,28.7445,7085-245,Y,Y,7.62581171,CH4,Tulip Poplar
2014-07-30 21:18:49,211.8875,2014,7,30,21,18,0,0.059786838,0.885,0,1022.2935,0.9943,23.75397,7085-245,Y,Y,6.255941651,CH4,Tulip Poplar
2014-07-31 00:14:58,212.0097,2014,7,31,0,14,0,0.070556472,0.9175,0,1051.7662,0.9959,21.04135,7085-245,Y,Y,7.382848587,CH4,Tulip Poplar
2014-07-28 18:40:18,209.7778,2014,7,28,18,40,0.0001,0.031545416,0.1792,0,1508.2991,0.9932,29.91241,7085-245,N,Y,3.30083157,CH4,Tulip Poplar
2014-07-28 19:24:20,209.8083,2014,7,28,19,24,0,0.040800545,0.2538,0,1524.9778,0.9697,29.28019,7085-245,N,Y,4.269264561,CH4,Tulip Poplar
2014-07-28 20:08:23,209.8389,2014,7,28,20,8,0,0.026864114,0.196,0,1524.5078,0.9966,28.78441,7085-245,N,Y,2.810992141,CH4,Tulip Poplar
2014-07-28 20:52:25,209.8694,2014,7,28,20,52,0,0.032812877,0.3851,0,1564.7347,0.9906,28.21499,7085-245,N,Y,3.433455461,CH4,Tulip Poplar
2014-07-28 21:36:27,209.9000,2014,7,28,21,36,0.0905,0.007397916,0.0372,0,1415.6768,0.993,27.79323,7085-245,N,Y,0.774098975,CH4,Tulip Poplar
2014-07-28 22:20:29,209.9306,2014,7,28,22,20,0,0.027605256,0.4697,0,1327.9343,0.9942,27.25016,7085-245,N,Y,2.888543312,CH4,Tulip Poplar
2014-07-28 23:04:31,209.9611,2014,7,28,23,4,0.0104,0.029884135,0.0822,0,1318.4162,0.9971,26.71409,7085-245,N,Y,3.126999397,CH4,Tulip Poplar
2014-07-28 23:48:33,209.9917,2014,7,28,23,48,0,0.080630428,0.5472,0,1268.0276,0.9799,26.32665,7085-245,N,Y,8.436961523,CH4,Tulip Poplar
2014-07-29 00:32:36,210.0222,2014,7,29,0,32,0,-0.029765738,0.5027,0,1258.3443,0.994,26.09893,7085-245,N,Y,-3.114610592,CH4,Tulip Poplar
2014-07-29 01:16:38,210.0528,2014,7,29,1,16,0.0118,0.008300344,0.0796,0,1315.3537,0.9933,25.48616,7085-245,N,Y,0.868526774,CH4,Tulip Poplar
2014-07-29 02:00:40,210.0833,2014,7,29,2,0,0.006,0.010332354,0.094,0,1268.1106,0.9958,25.0385,7085-245,N,Y,1.081151021,CH4,Tulip Poplar
2014-07-29 03:28:44,210.1444,2014,7,29,3,28,0.2737,0.003190218,0.0157,0,1254.7721,0.9986,23.39036,7085-245,N,Y,0.333816213,CH4,Tulip Poplar
2014-07-29 04:12:47,210.1750,2014,7,29,4,12,0,0.014804259,0.228,0,1136.7409,0.9945,22.64653,7085-245,N,Y,1.54907977,CH4,Tulip Poplar
2014-07-29 04:56:49,210.2056,2014,7,29,4,56,0,0.06240783,0.786,0,1081.2326,0.9929,22.24659,7085-245,N,Y,6.530195537,CH4,Tulip Poplar
2014-07-29 05:40:51,210.2361,2014,7,29,5,40,0,0.052438615,0.6739,0,1091.5564,0.9958,21.67767,7085-245,N,Y,5.487042461,CH4,Tulip Poplar
2014-07-29 06:24:53,210.2667,2014,7,29,6,24,0,0.055560435,0.7346,0,1088.4947,0.9969,21.82195,7085-245,N,Y,5.813701696,CH4,Tulip Poplar
2014-07-29 07:08:55,210.2972,2014,7,29,7,8,0,0.05771925,0.6022,0,1030.4129,0.9896,21.92478,7085-245,N,Y,6.039594563,CH4,Tulip Poplar
2014-07-29 07:52:57,210.3278,2014,7,29,7,52,0,0.025233817,0.3225,0,1081.671,0.996,22.68783,7085-245,N,Y,2.640402021,CH4,Tulip Poplar
2014-07-29 08:37:00,210.3583,2014,7,29,8,36,0.0001,0.017382565,0.176,0,1035.2856,0.9913,23.17647,7085-245,N,Y,1.818867151,CH4,Tulip Poplar
2014-07-29 09:21:02,210.3896,2014,7,29,9,21,0.0199,-0.005712149,0.0692,0,1044.1034,0.9974,23.60341,7085-245,N,Y,-0.597704684,CH4,Tulip Poplar
2014-07-29 10:05:04,210.4201,2014,7,29,10,5,0,0.015648536,0.2002,0,1043.352,0.9915,24.27203,7085-245,N,Y,1.637422745,CH4,Tulip Poplar
2014-07-29 10:49:06,210.4507,2014,7,29,10,49,0.0297,0.003828096,0.0599,0,1057.5165,0.9902,25.06197,7085-245,N,Y,0.400562179,CH4,Tulip Poplar
2014-07-29 11:33:08,210.4813,2014,7,29,11,33,0.0003,-0.011092315,0.1543,0,1295.1411,0.9928,25.88186,7085-245,N,Y,-1.160671414,CH4,Tulip Poplar
2014-07-29 12:17:11,210.5118,2014,7,29,12,17,0,0.021815111,0.2882,0,1170.7575,0.9945,26.42128,7085-245,N,Y,2.282677407,CH4,Tulip Poplar
2014-07-29 13:45:15,210.5729,2014,7,29,13,45,0,0.032970979,0.5374,0,1108.7514,0.9945,26.90743,7085-245,N,Y,3.449998789,CH4,Tulip Poplar
2014-07-29 14:29:17,210.6035,2014,7,29,14,29,0.0006,0.009165765,0.1454,0,1216.0501,0.9949,26.76418,7085-245,N,Y,0.959082207,CH4,Tulip Poplar
2014-07-29 15:13:19,210.6340,2014,7,29,15,13,0.2728,0.002497792,0.0158,0,1220.6514,0.9955,27.07075,7085-245,N,Y,0.261362579,CH4,Tulip Poplar
2014-07-29 15:57:22,210.6646,2014,7,29,15,57,0.0003,0.01971398,0.1615,0,1224.5023,0.9849,26.93473,7085-245,N,Y,2.062820376,CH4,Tulip Poplar
2014-07-29 16:41:24,210.6951,2014,7,29,16,41,0.0002,0.019177752,0.1654,0,1261.8706,0.9973,27.14666,7085-245,N,Y,2.006710845,CH4,Tulip Poplar
2014-07-29 17:25:26,210.7257,2014,7,29,17,25,0,0.013442746,0.2839,0,1203.193,0.9884,27.03141,7085-245,N,Y,1.406614549,CH4,Tulip Poplar
2014-07-29 18:09:28,210.7563,2014,7,29,18,9,0,0.049961933,0.4477,0,1129.9567,0.9822,26.64467,7085-245,N,Y,5.227888723,CH4,Tulip Poplar
2014-07-29 18:53:30,210.7868,2014,7,29,18,53,0,0.066808415,0.5055,0,1178.1009,0.9865,26.06196,7085-245,N,Y,6.99066152,CH4,Tulip Poplar
2014-07-29 20:21:35,210.8479,2014,7,29,20,21,0.9806,-0.000102334,0,0,1211.3016,0.9937,23.92085,7085-245,N,Y,-0.010707963,CH4,Tulip Poplar
2014-07-29 21:05:37,210.8785,2014,7,29,21,5,0,0.05443066,0.761,0,1192.0104,0.9952,22.91104,7085-245,N,Y,5.695484936,CH4,Tulip Poplar
2014-07-29 21:49:39,210.9090,2014,7,29,21,49,0.0247,0.006745845,0.0638,0,1147.8113,0.9952,21.84255,7085-245,N,Y,0.705867925,CH4,Tulip Poplar
2014-07-29 22:33:41,210.9396,2014,7,29,22,33,0,0.025421668,0.7224,0,1084.5001,0.9984,20.60032,7085-245,N,Y,2.660058223,CH4,Tulip Poplar
2014-07-29 23:17:43,210.9701,2014,7,29,23,17,0.0244,-0.015089746,0.0641,0,1108.1503,0.9953,20.24913,7085-245,N,Y,-1.578952426,CH4,Tulip Poplar
2014-07-30 00:01:46,211.0007,2014,7,30,0,1,0,0.033961299,0.5018,0,986.4347,0.9927,19.84377,7085-245,N,Y,3.553623382,CH4,Tulip Poplar
2014-07-30 00:45:48,211.0313,2014,7,30,0,45,0,0.021040239,0.4972,0,963.2464,0.9954,19.50327,7085-245,N,Y,2.201596731,CH4,Tulip Poplar
2014-07-30 01:29:50,211.0618,2014,7,30,1,29,0.5515,0.002151563,0.0046,0,1097.775,0.9962,19.275,7085-245,N,Y,0.225134084,CH4,Tulip Poplar
2014-07-30 02:13:52,211.0924,2014,7,30,2,13,0,0.034267925,0.4826,0,988.2022,0.9974,18.90115,7085-245,N,Y,3.58570795,CH4,Tulip Poplar
2014-07-30 02:57:54,211.1229,2014,7,30,2,57,0,0.046539321,0.7775,0,925.3326,0.9956,18.65529,7085-245,N,Y,4.869755368,CH4,Tulip Poplar
2014-07-30 03:41:56,211.1535,2014,7,30,3,41,0.4425,-0.003844859,0.0077,0,959.5974,0.9948,18.41249,7085-245,N,Y,-0.402316245,CH4,Tulip Poplar
2014-07-30 04:25:59,211.1840,2014,7,30,4,25,0,0.027167899,0.5356,0,938.3118,0.9971,17.96483,7085-245,N,Y,2.842779378,CH4,Tulip Poplar
2014-07-30 05:10:01,211.2153,2014,7,30,5,10,0,0.010838878,0.2825,0,920.1369,0.9976,17.8901,7085-245,N,Y,1.134152466,CH4,Tulip Poplar
2014-07-30 07:22:07,211.3069,2014,7,30,7,22,0,-0.028855436,0.3237,0,887.4264,0.9954,18.22394,7085-245,N,Y,-3.01935891,CH4,Tulip Poplar
2014-07-30 08:06:10,211.3375,2014,7,30,8,6,0,-0.039821208,0.3204,0,972.2582,0.9941,19.21312,7085-245,N,Y,-4.166789286,CH4,Tulip Poplar
2014-07-30 08:50:12,211.3681,2014,7,30,8,50,0,0.037858549,0.5038,0,900.8962,0.9819,20.72863,7085-245,N,Y,3.961421684,CH4,Tulip Poplar
2014-07-30 09:34:14,211.3986,2014,7,30,9,34,0.0001,0.01346299,0.1866,0,983.6098,0.9737,22.61916,7085-245,N,Y,1.408732848,CH4,Tulip Poplar
2014-07-30 10:18:16,211.4292,2014,7,30,10,18,0,-0.083230901,0.689,0,977.5169,0.9922,24.1829,7085-245,N,Y,-8.709068443,CH4,Tulip Poplar
2014-07-30 11:02:18,211.4597,2014,7,30,11,2,0.3242,-0.00289625,0.0126,0,993.1002,0.9956,25.5091,7085-245,N,Y,-0.303056183,CH4,Tulip Poplar
2014-07-30 11:46:21,211.4903,2014,7,30,11,46,0,0.01330542,0.3316,0,1052.2282,0.9981,26.70497,7085-245,N,Y,1.392245125,CH4,Tulip Poplar
2014-07-30 12:30:23,211.5208,2014,7,30,12,30,0.8794,-0.000389037,0.0003,0,1061.5013,0.9904,27.61558,7085-245,N,Y,-0.040707884,CH4,Tulip Poplar
2014-07-30 13:14:25,211.5514,2014,7,30,13,14,0.0002,-0.012736912,0.1711,0,1105.5224,0.9939,28.3071,7085-245,N,Y,-1.332757865,CH4,Tulip Poplar
2014-07-30 14:42:29,211.6125,2014,7,30,14,42,0.0074,0.029750024,0.0895,0,1116.5838,0.9955,28.99172,7085-245,N,Y,3.112966351,CH4,Tulip Poplar
2014-07-30 15:26:31,211.6431,2014,7,30,15,26,0,0.039657187,0.4788,0,1125.3581,0.9924,28.87874,7085-245,N,Y,4.149626475,CH4,Tulip Poplar
2014-07-30 16:10:34,211.6736,2014,7,30,16,10,0,0.041283603,0.64,0,1155.587,0.9961,28.75717,7085-245,N,Y,4.319810539,CH4,Tulip Poplar
2014-07-30 16:54:36,211.7042,2014,7,30,16,54,0,0.042800632,0.3723,0,1228.0302,0.9933,28.52411,7085-245,N,Y,4.478548583,CH4,Tulip Poplar
2014-07-30 17:38:38,211.7347,2014,7,30,17,38,0.5989,0.003230941,0.0036,0,1263.7723,0.9912,28.14945,7085-245,N,Y,0.338077439,CH4,Tulip Poplar
